"Dist Code","Year","State Code","State Name","Dist Name","CATTLE PRODUCTION (1000 KG)","BUFFALO PRODUCTION (1000 KG)","SHEEP PRODUCTION (1000 KG)","GOATS PRODUCTION (1000 KG)","PIGS PRODUCTION (1000 KG)","TOTAL PRODUCTION (1000 KG)","POULTRY PRODUCTION (1000 KG)"
"124","2002","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","388.29","-1.0"
"124","2003","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","354.83","-1.0"
"124","2004","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","322.73","-1.0"
"124","2005","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","480.82","-1.0"
"124","2006","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","461.68","-1.0"
"124","2007","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","555.66","-1.0"
"124","2008","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","573.0","-1.0"
"124","2009","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","484.0","-1.0"
"124","2010","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","828.64","782.81"
"124","2011","3","Gujarat","Bharuch","0.0","79.46","54.15","80.9","0.0","306.75","1228.19"
"124","2012","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","2436.0","-1.0"
"124","2013","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","572.0","-1.0"
"124","2014","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","888.0","-1.0"
"124","2015","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","675.0","-1.0"
"125","1994","3","Gujarat","Vadodara / Baroda","0.0","0.0","220.62","182.99","0.0","403.61","-1.0"
"125","1995","3","Gujarat","Vadodara / Baroda","0.0","0.0","125.1","528.78","0.0","653.88","-1.0"
"125","1996","3","Gujarat","Vadodara / Baroda","0.0","0.0","189.87","146.85","0.0","336.72","-1.0"
"125","1997","3","Gujarat","Vadodara / Baroda","0.0","0.0","133.87","83.76","0.0","217.63","-1.0"
"125","1998","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","0.0","-1.0"
"125","1999","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","583.17","-1.0"
"125","2000","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","385.45","-1.0"
"125","2001","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","341.35","-1.0"
"125","2002","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","247.02","-1.0"
"125","2003","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","731.88","-1.0"
"125","2004","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","210.17","-1.0"
"125","2005","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","1074.44","-1.0"
"125","2006","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","1154.8","-1.0"
"125","2007","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","1156.95","-1.0"
"125","2008","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","959.0","-1.0"
"125","2009","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","1153.0","-1.0"
"125","2010","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","1265.13","1143.6"
"125","2011","3","Gujarat","Vadodara / Baroda","0.0","0.0","84.72","52.85","0.0","137.57","1568.91"
"125","2012","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","1716.0","-1.0"
"125","2013","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","2072.0","-1.0"
"125","2014","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","2503.0","-1.0"
"125","2015","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","2598.0","-1.0"
"126","1994","3","Gujarat","Bhavnagar","0.0","44.94","10.26","10.15","0.0","65.35","-1.0"
"126","1995","3","Gujarat","Bhavnagar","0.0","90.02","8.48","8.44","0.0","106.94","-1.0"
"126","1996","3","Gujarat","Bhavnagar","0.0","110.01","8.1","8.14","0.0","126.26","-1.0"
"126","1997","3","Gujarat","Bhavnagar","0.0","89.21","8.31","7.65","0.0","105.17","-1.0"
"126","1998","3","Gujarat","Bhavnagar","0.0","112.66","5.86","9.27","0.0","127.79","-1.0"
"126","1999","3","Gujarat","Bhavnagar","0.0","0.0","0.0","0.0","0.0","244.94","-1.0"
"126","2000","3","Gujarat","Bhavnagar","0.0","0.0","0.0","0.0","0.0","903.09","-1.0"
"126","2001","3","Gujarat","Bhavnagar","0.0","0.0","0.0","0.0","0.0","371.32","-1.0"
"126","2002","3","Gujarat","Bhavnagar","0.0","0.0","0.0","0.0","0.0","303.07","-1.0"
"126","2003","3","Gujarat","Bhavnagar","0.0","0.0","0.0","0.0","0.0","151.48","-1.0"
"126","2004","3","Gujarat","Bhavnagar","0.0","0.0","0.0","0.0","0.0","195.1","-1.0"
"126","2005","3","Gujarat","Bhavnagar","0.0","0.0","0.0","0.0","0.0","462.31","-1.0"
"126","2006","3","Gujarat","Bhavnagar","0.0","0.0","0.0","0.0","0.0","441.2","-1.0"
"126","2007","3","Gujarat","Bhavnagar","0.0","0.0","0.0","0.0","0.0","427.47","-1.0"
"126","2008","3","Gujarat","Bhavnagar","0.0","0.0","0.0","0.0","0.0","527.0","-1.0"
"126","2009","3","Gujarat","Bhavnagar","0.0","0.0","0.0","0.0","0.0","489.0","-1.0"
"126","2010","3","Gujarat","Bhavnagar","0.0","0.0","0.0","0.0","0.0","0.0","400.09"
"126","2011","3","Gujarat","Bhavnagar","0.0","4.41","0.0","0.0","0.0","4.41","1028.55"
"126","2012","3","Gujarat","Bhavnagar","0.0","0.0","0.0","0.0","0.0","978.0","-1.0"
"126","2013","3","Gujarat","Bhavnagar","0.0","0.0","0.0","0.0","0.0","973.0","-1.0"
"126","2014","3","Gujarat","Bhavnagar","0.0","0.0","0.0","0.0","0.0","978.0","-1.0"
"126","2015","3","Gujarat","Bhavnagar","0.0","0.0","0.0","0.0","0.0","972.0","-1.0"
"127","1994","3","Gujarat","Valsad","0.0","9.27","55.71","192.91","0.0","257.88","-1.0"
"127","1995","3","Gujarat","Valsad","0.0","9.01","48.88","165.49","0.0","223.38","-1.0"
"127","1996","3","Gujarat","Valsad","0.0","75.09","63.02","155.98","0.0","294.09","-1.0"
"127","1997","3","Gujarat","Valsad","0.0","4.51","30.25","93.72","0.0","128.47","-1.0"
"127","1998","3","Gujarat","Valsad","0.0","6.71","58.41","121.5","0.0","186.62","-1.0"
"127","1999","3","Gujarat","Valsad","0.0","0.0","0.0","0.0","0.0","1423.02","-1.0"
"127","2000","3","Gujarat","Valsad","0.0","0.0","0.0","0.0","0.0","860.61","-1.0"
"127","2001","3","Gujarat","Valsad","0.0","0.0","0.0","0.0","0.0","859.02","-1.0"
"127","2002","3","Gujarat","Valsad","0.0","0.0","0.0","0.0","0.0","1747.21","-1.0"
"127","2003","3","Gujarat","Valsad","0.0","0.0","0.0","0.0","0.0","724.7","-1.0"
"127","2004","3","Gujarat","Valsad","0.0","0.0","0.0","0.0","0.0","599.38","-1.0"
"127","2005","3","Gujarat","Valsad","0.0","0.0","0.0","0.0","0.0","1649.36","-1.0"
"127","2006","3","Gujarat","Valsad","0.0","0.0","0.0","0.0","0.0","1920.06","-1.0"
"127","2007","3","Gujarat","Valsad","0.0","0.0","0.0","0.0","0.0","1105.08","-1.0"
"127","2008","3","Gujarat","Valsad","0.0","0.0","0.0","0.0","0.0","1521.0","-1.0"
"127","2009","3","Gujarat","Valsad","0.0","0.0","0.0","0.0","0.0","2307.0","-1.0"
"127","2010","3","Gujarat","Valsad","0.0","0.0","0.0","130.15","0.0","1698.4","1183.19"
"127","2011","3","Gujarat","Valsad","0.0","0.0","15.14","106.9","0.0","3257.85","5303.79"
"127","2012","3","Gujarat","Valsad","0.0","0.0","0.0","0.0","0.0","5749.0","-1.0"
"127","2013","3","Gujarat","Valsad","0.0","0.0","0.0","0.0","0.0","5830.0","-1.0"
"127","2014","3","Gujarat","Valsad","0.0","0.0","0.0","0.0","0.0","5793.0","-1.0"
"127","2015","3","Gujarat","Valsad","0.0","0.0","0.0","0.0","0.0","5679.0","-1.0"
"128","1999","3","Gujarat","Dangs","0.0","0.0","0.0","0.0","0.0","0.0","-1.0"
"128","2000","3","Gujarat","Dangs","0.0","0.0","0.0","0.0","0.0","24.14","-1.0"
"128","2001","3","Gujarat","Dangs","0.0","0.0","0.0","0.0","0.0","14.43","-1.0"
"128","2002","3","Gujarat","Dangs","0.0","0.0","0.0","0.0","0.0","12.02","-1.0"
"128","2003","3","Gujarat","Dangs","0.0","0.0","0.0","0.0","0.0","15.24","-1.0"
"128","2004","3","Gujarat","Dangs","0.0","0.0","0.0","0.0","0.0","13.79","-1.0"
"128","2005","3","Gujarat","Dangs","0.0","0.0","0.0","0.0","0.0","9.61","-1.0"
"128","2006","3","Gujarat","Dangs","0.0","0.0","0.0","0.0","0.0","13.42","-1.0"
"128","2007","3","Gujarat","Dangs","0.0","0.0","0.0","0.0","0.0","13.7","-1.0"
"128","2008","3","Gujarat","Dangs","0.0","0.0","0.0","0.0","0.0","37.0","-1.0"
"128","2009","3","Gujarat","Dangs","0.0","0.0","0.0","0.0","0.0","45.0","-1.0"
"128","2010","3","Gujarat","Dangs","0.0","0.0","0.0","0.0","0.0","35.9","-1.0"
"128","2011","3","Gujarat","Dangs","0.0","0.0","0.0","0.0","0.0","94.45","94.45"
"128","2012","3","Gujarat","Dangs","0.0","0.0","0.0","0.0","0.0","101.0","-1.0"
"128","2013","3","Gujarat","Dangs","0.0","0.0","0.0","0.0","0.0","107.0","-1.0"
"128","2014","3","Gujarat","Dangs","0.0","0.0","0.0","0.0","0.0","99.0","-1.0"
"128","2015","3","Gujarat","Dangs","0.0","0.0","0.0","0.0","0.0","110.0","-1.0"
"129","1994","3","Gujarat","Jamnagar","0.0","0.0","247.73","232.54","0.0","480.27","-1.0"
"129","1995","3","Gujarat","Jamnagar","0.0","0.0","241.75","23.82","0.0","265.57","-1.0"
"129","1996","3","Gujarat","Jamnagar","0.0","0.0","227.2","216.0","0.0","443.2","-1.0"
"129","1997","3","Gujarat","Jamnagar","0.0","0.0","191.0","171.27","0.0","362.27","-1.0"
"129","1998","3","Gujarat","Jamnagar","0.0","0.0","203.01","176.65","0.0","379.66","-1.0"
"129","1999","3","Gujarat","Jamnagar","0.0","0.0","0.0","0.0","0.0","476.46","-1.0"
"129","2000","3","Gujarat","Jamnagar","0.0","0.0","0.0","0.0","0.0","329.53","-1.0"
"129","2001","3","Gujarat","Jamnagar","0.0","0.0","0.0","0.0","0.0","507.84","-1.0"
"129","2002","3","Gujarat","Jamnagar","0.0","0.0","0.0","0.0","0.0","298.55","-1.0"
"129","2003","3","Gujarat","Jamnagar","0.0","0.0","0.0","0.0","0.0","251.09","-1.0"
"129","2004","3","Gujarat","Jamnagar","0.0","0.0","0.0","0.0","0.0","246.8","-1.0"
"129","2005","3","Gujarat","Jamnagar","0.0","0.0","0.0","0.0","0.0","387.69","-1.0"
"129","2006","3","Gujarat","Jamnagar","0.0","0.0","0.0","0.0","0.0","290.98","-1.0"
"129","2007","3","Gujarat","Jamnagar","0.0","0.0","0.0","0.0","0.0","339.51","-1.0"
"129","2008","3","Gujarat","Jamnagar","0.0","0.0","0.0","0.0","0.0","362.0","-1.0"
"129","2009","3","Gujarat","Jamnagar","0.0","0.0","0.0","0.0","0.0","337.0","-1.0"
"129","2010","3","Gujarat","Jamnagar","0.0","0.0","0.0","0.0","0.0","205.38","139.05"
"129","2011","3","Gujarat","Jamnagar","0.0","0.0","92.83","99.58","0.0","439.36","246.95"
"129","2012","3","Gujarat","Jamnagar","0.0","0.0","0.0","0.0","0.0","434.0","-1.0"
"129","2013","3","Gujarat","Jamnagar","0.0","0.0","0.0","0.0","0.0","363.0","-1.0"
"129","2014","3","Gujarat","Jamnagar","0.0","0.0","0.0","0.0","0.0","461.0","-1.0"
"129","2015","3","Gujarat","Jamnagar","0.0","0.0","0.0","0.0","0.0","468.0","-1.0"
"130","1994","3","Gujarat","Junagadh","0.0","835.55","0.0","0.0","0.0","835.55","-1.0"
"130","1995","3","Gujarat","Junagadh","0.0","666.55","0.0","0.0","0.0","666.55","-1.0"
"130","1996","3","Gujarat","Junagadh","0.0","650.5","0.0","0.0","0.0","650.5","-1.0"
"130","1997","3","Gujarat","Junagadh","0.0","687.37","0.0","0.0","0.0","687.37","-1.0"
"130","1998","3","Gujarat","Junagadh","0.0","839.12","0.0","0.0","0.0","839.12","-1.0"
"130","1999","3","Gujarat","Junagadh","0.0","0.0","0.0","0.0","0.0","881.78","-1.0"
"130","2000","3","Gujarat","Junagadh","0.0","0.0","0.0","0.0","0.0","853.18","-1.0"
"130","2001","3","Gujarat","Junagadh","0.0","0.0","0.0","0.0","0.0","875.93","-1.0"
"130","2002","3","Gujarat","Junagadh","0.0","0.0","0.0","0.0","0.0","795.66","-1.0"
"130","2003","3","Gujarat","Junagadh","0.0","0.0","0.0","0.0","0.0","813.16","-1.0"
"130","2004","3","Gujarat","Junagadh","0.0","0.0","0.0","0.0","0.0","671.26","-1.0"
"130","2005","3","Gujarat","Junagadh","0.0","0.0","0.0","0.0","0.0","787.7","-1.0"
"130","2006","3","Gujarat","Junagadh","0.0","0.0","0.0","0.0","0.0","756.46","-1.0"
"130","2007","3","Gujarat","Junagadh","0.0","0.0","0.0","0.0","0.0","740.1","-1.0"
"130","2008","3","Gujarat","Junagadh","0.0","0.0","0.0","0.0","0.0","706.0","-1.0"
"130","2009","3","Gujarat","Junagadh","0.0","0.0","0.0","0.0","0.0","857.0","-1.0"
"130","2010","3","Gujarat","Junagadh","0.0","0.0","0.0","0.0","0.0","508.3","439.34"
"130","2011","3","Gujarat","Junagadh","0.0","97.03","0.0","0.0","0.0","930.57","833.55"
"130","2012","3","Gujarat","Junagadh","0.0","0.0","0.0","0.0","0.0","1034.0","-1.0"
"130","2013","3","Gujarat","Junagadh","0.0","0.0","0.0","0.0","0.0","705.0","-1.0"
"130","2014","3","Gujarat","Junagadh","0.0","0.0","0.0","0.0","0.0","584.0","-1.0"
"130","2015","3","Gujarat","Junagadh","0.0","0.0","0.0","0.0","0.0","605.0","-1.0"
"131","1994","3","Gujarat","Kheda","0.0","1171.2","55.22","109.88","0.0","1336.3","-1.0"
"131","1995","3","Gujarat","Kheda","0.0","1004.0","59.61","104.37","0.0","1167.98","-1.0"
"131","1996","3","Gujarat","Kheda","0.0","908.45","63.59","107.75","0.19","1079.98","-1.0"
"131","1997","3","Gujarat","Kheda","0.0","825.6","62.16","99.24","0.0","987.0","-1.0"
"131","1998","3","Gujarat","Kheda","0.0","755.79","60.57","89.72","0.0","906.08","-1.0"
"131","1999","3","Gujarat","Kheda","0.0","0.0","0.0","0.0","0.0","4279.69","-1.0"
"131","2000","3","Gujarat","Kheda","0.0","0.0","0.0","0.0","0.0","4557.32","-1.0"
"131","2001","3","Gujarat","Kheda","0.0","0.0","0.0","0.0","0.0","2167.98","-1.0"
"131","2002","3","Gujarat","Kheda","0.0","0.0","0.0","0.0","0.0","1772.88","-1.0"
"131","2003","3","Gujarat","Kheda","0.0","0.0","0.0","0.0","0.0","1549.55","-1.0"
"131","2004","3","Gujarat","Kheda","0.0","0.0","0.0","0.0","0.0","5705.6","-1.0"
"131","2005","3","Gujarat","Kheda","0.0","0.0","0.0","0.0","0.0","6469.65","-1.0"
"131","2006","3","Gujarat","Kheda","0.0","0.0","0.0","0.0","0.0","5144.25","-1.0"
"131","2007","3","Gujarat","Kheda","0.0","0.0","0.0","0.0","0.0","5993.78","-1.0"
"131","2008","3","Gujarat","Kheda","0.0","0.0","0.0","0.0","0.0","6482.0","-1.0"
"131","2009","3","Gujarat","Kheda","0.0","0.0","0.0","0.0","0.0","6937.0","-1.0"
"131","2010","3","Gujarat","Kheda","0.0","0.0","0.0","0.0","0.0","4111.75","2776.08"
"131","2011","3","Gujarat","Kheda","0.0","28.42","9.24","13.28","0.0","9264.87","13662.73"
"131","2012","3","Gujarat","Kheda","0.0","0.0","0.0","0.0","0.0","11181.0","-1.0"
"131","2013","3","Gujarat","Kheda","0.0","0.0","0.0","0.0","0.0","11286.0","-1.0"
"131","2014","3","Gujarat","Kheda","0.0","0.0","0.0","0.0","0.0","10678.0","-1.0"
"131","2015","3","Gujarat","Kheda","0.0","0.0","0.0","0.0","0.0","10851.0","-1.0"
"132","1994","3","Gujarat","Kutch","0.0","0.0","73.25","93.42","0.0","166.66","-1.0"
"132","1995","3","Gujarat","Kutch","0.0","0.0","39.13","899.21","0.0","938.34","-1.0"
"132","1996","3","Gujarat","Kutch","0.0","0.0","36.34","28.54","0.0","64.88","-1.0"
"132","1997","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","0.0","-1.0"
"132","1998","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","0.0","-1.0"
"132","1999","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","164.76","-1.0"
"132","2000","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","16.7","-1.0"
"132","2001","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","10.83","-1.0"
"132","2002","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","6.53","-1.0"
"132","2003","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","8.47","-1.0"
"132","2004","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","9.5","-1.0"
"132","2005","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","43.43","-1.0"
"132","2006","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","27.13","-1.0"
"132","2007","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","2.45","-1.0"
"132","2008","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","11.0","-1.0"
"132","2009","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","16.0","-1.0"
"132","2010","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","0.0","66.88"
"132","2011","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","0.0","5.87"
"132","2012","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","20.0","-1.0"
"132","2013","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","5.0","-1.0"
"132","2014","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","4.0","-1.0"
"132","2015","3","Gujarat","Kutch","0.0","0.0","0.0","0.0","0.0","5.0","-1.0"
"133","1994","3","Gujarat","Mehsana","0.0","11.78","50.31","124.24","0.0","186.33","-1.0"
"133","1995","3","Gujarat","Mehsana","0.0","25.91","41.84","106.83","0.0","174.58","-1.0"
"133","1996","3","Gujarat","Mehsana","0.0","27.03","6.44","9.6","0.0","43.07","-1.0"
"133","1997","3","Gujarat","Mehsana","0.0","27.59","45.1","83.31","0.0","156.0","-1.0"
"133","1998","3","Gujarat","Mehsana","0.0","22.44","55.08","79.19","0.0","156.71","-1.0"
"133","1999","3","Gujarat","Mehsana","0.0","0.0","0.0","0.0","0.0","313.64","-1.0"
"133","2000","3","Gujarat","Mehsana","0.0","0.0","0.0","0.0","0.0","281.19","-1.0"
"133","2001","3","Gujarat","Mehsana","0.0","0.0","0.0","0.0","0.0","242.04","-1.0"
"133","2002","3","Gujarat","Mehsana","0.0","0.0","0.0","0.0","0.0","280.78","-1.0"
"133","2003","3","Gujarat","Mehsana","0.0","0.0","0.0","0.0","0.0","281.79","-1.0"
"133","2004","3","Gujarat","Mehsana","0.0","0.0","0.0","0.0","0.0","310.95","-1.0"
"133","2005","3","Gujarat","Mehsana","0.0","0.0","0.0","0.0","0.0","649.65","-1.0"
"133","2006","3","Gujarat","Mehsana","0.0","0.0","0.0","0.0","0.0","701.76","-1.0"
"133","2007","3","Gujarat","Mehsana","0.0","0.0","0.0","0.0","0.0","573.67","-1.0"
"133","2008","3","Gujarat","Mehsana","0.0","0.0","0.0","0.0","0.0","814.85","-1.0"
"133","2009","3","Gujarat","Mehsana","0.0","0.0","0.0","0.0","0.0","705.48","-1.0"
"133","2010","3","Gujarat","Mehsana","0.0","0.0","0.0","0.0","0.0","429.49","491.55"
"133","2011","3","Gujarat","Mehsana","0.0","0.0","1.06","1.68","0.0","526.35","807.02"
"133","2012","3","Gujarat","Mehsana","0.0","0.0","0.0","0.0","0.0","869.39","-1.0"
"133","2013","3","Gujarat","Mehsana","0.0","0.0","0.0","0.0","0.0","1017.11","-1.0"
"133","2014","3","Gujarat","Mehsana","0.0","0.0","0.0","0.0","0.0","1249.42","-1.0"
"133","2015","3","Gujarat","Mehsana","0.0","0.0","0.0","0.0","0.0","1045.39","-1.0"
"134","1994","3","Gujarat","Panchmahal","0.0","652.43","0.0","108.61","0.0","761.04","-1.0"
"134","1995","3","Gujarat","Panchmahal","0.0","548.75","0.0","131.54","0.0","680.28","-1.0"
"134","1996","3","Gujarat","Panchmahal","0.0","425.03","0.0","96.23","0.0","521.26","-1.0"
"134","1997","3","Gujarat","Panchmahal","0.0","377.16","0.0","114.03","1.03","492.22","-1.0"
"134","1998","3","Gujarat","Panchmahal","37.81","290.07","0.0","88.35","0.0","416.22","-1.0"
"134","1999","3","Gujarat","Panchmahal","0.0","0.0","0.0","0.0","0.0","757.72","-1.0"
"134","2000","3","Gujarat","Panchmahal","0.0","0.0","0.0","0.0","0.0","881.24","-1.0"
"134","2001","3","Gujarat","Panchmahal","0.0","0.0","0.0","0.0","0.0","747.36","-1.0"
"134","2002","3","Gujarat","Panchmahal","0.0","0.0","0.0","0.0","0.0","592.5","-1.0"
"134","2003","3","Gujarat","Panchmahal","0.0","0.0","0.0","0.0","0.0","536.77","-1.0"
"134","2004","3","Gujarat","Panchmahal","0.0","0.0","0.0","0.0","0.0","480.13","-1.0"
"134","2005","3","Gujarat","Panchmahal","0.0","0.0","0.0","0.0","0.0","1038.05","-1.0"
"134","2006","3","Gujarat","Panchmahal","0.0","0.0","0.0","0.0","0.0","598.29","-1.0"
"134","2007","3","Gujarat","Panchmahal","0.0","0.0","0.0","0.0","0.0","530.77","-1.0"
"134","2008","3","Gujarat","Panchmahal","0.0","0.0","0.0","0.0","0.0","667.0","-1.0"
"134","2009","3","Gujarat","Panchmahal","0.0","0.0","0.0","0.0","0.0","662.0","-1.0"
"134","2010","3","Gujarat","Panchmahal","0.0","0.0","0.0","0.0","0.0","636.64","448.39"
"134","2011","3","Gujarat","Panchmahal","0.0","184.03","0.0","37.25","0.0","1029.32","808.04"
"134","2012","3","Gujarat","Panchmahal","0.0","0.0","0.0","0.0","0.0","813.0","-1.0"
"134","2013","3","Gujarat","Panchmahal","0.0","0.0","0.0","0.0","0.0","905.0","-1.0"
"134","2014","3","Gujarat","Panchmahal","0.0","0.0","0.0","0.0","0.0","748.0","-1.0"
"134","2015","3","Gujarat","Panchmahal","0.0","0.0","0.0","0.0","0.0","908.0","-1.0"
"135","1994","3","Gujarat","Rajkot","0.0","147.13","0.0","0.0","0.0","147.13","-1.0"
"135","1995","3","Gujarat","Rajkot","0.0","299.44","0.0","0.0","0.0","299.44","-1.0"
"135","1996","3","Gujarat","Rajkot","0.0","286.76","0.0","0.0","0.0","286.76","-1.0"
"135","1997","3","Gujarat","Rajkot","0.0","246.01","0.0","0.0","0.0","246.01","-1.0"
"135","1998","3","Gujarat","Rajkot","0.0","237.18","0.0","0.0","0.0","237.18","-1.0"
"135","1999","3","Gujarat","Rajkot","0.0","0.0","0.0","0.0","0.0","999.46","-1.0"
"135","2000","3","Gujarat","Rajkot","0.0","0.0","0.0","0.0","0.0","561.57","-1.0"
"135","2001","3","Gujarat","Rajkot","0.0","0.0","0.0","0.0","0.0","362.5","-1.0"
"135","2002","3","Gujarat","Rajkot","0.0","0.0","0.0","0.0","0.0","459.3","-1.0"
"135","2003","3","Gujarat","Rajkot","0.0","0.0","0.0","0.0","0.0","558.24","-1.0"
"135","2004","3","Gujarat","Rajkot","0.0","0.0","0.0","0.0","0.0","518.41","-1.0"
"135","2005","3","Gujarat","Rajkot","0.0","0.0","0.0","0.0","0.0","467.85","-1.0"
"135","2006","3","Gujarat","Rajkot","0.0","0.0","0.0","0.0","0.0","699.99","-1.0"
"135","2007","3","Gujarat","Rajkot","0.0","0.0","0.0","0.0","0.0","627.76","-1.0"
"135","2008","3","Gujarat","Rajkot","0.0","0.0","0.0","0.0","0.0","585.0","-1.0"
"135","2009","3","Gujarat","Rajkot","0.0","0.0","0.0","0.0","0.0","539.0","-1.0"
"135","2010","3","Gujarat","Rajkot","0.0","0.0","0.0","0.0","0.0","156.16","445.8"
"135","2011","3","Gujarat","Rajkot","0.0","144.76","0.0","0.0","0.0","144.76","544.08"
"135","2012","3","Gujarat","Rajkot","0.0","0.0","0.0","0.0","0.0","751.0","-1.0"
"135","2013","3","Gujarat","Rajkot","0.0","0.0","0.0","0.0","0.0","1132.0","-1.0"
"135","2014","3","Gujarat","Rajkot","0.0","0.0","0.0","0.0","0.0","731.0","-1.0"
"135","2015","3","Gujarat","Rajkot","0.0","0.0","0.0","0.0","0.0","1130.0","-1.0"
"136","1994","3","Gujarat","Sabarkantha","0.0","0.0","0.0","0.0","0.0","0.0","-1.0"
"136","1995","3","Gujarat","Sabarkantha","0.0","0.0","0.0","0.0","0.0","0.0","-1.0"
"136","1996","3","Gujarat","Sabarkantha","0.0","0.0","0.0","0.0","0.0","0.0","-1.0"
