"Dist Code","Year","State Code","State Name","Dist Name","TOTAL POPULATION (1000 Number)","TOTAL MALE POPULATION (1000 Number)","TOTAL FEMALE POPULATION (1000 Number)","TOTAL RURAL POPULATION (1000 Number)","RURAL MALE POPULATION (1000 Number)","RURAL FEMALE POPULATION (1000 Number)","TOTAL URBAN POPULATION (1000 Number)","URBAN MALE POPULATION (1000 Number)","URBAN FEMALE POPULATION (1000 Number)","ST TOTAL POPULATION (1000 Number)","ST MALE POPULATION (1000 Number)","ST FEMALE POPULATION (1000 Number)","ST RURAL TOTAL POPULATION (1000 Number)","ST RURAL MALE POPULATION (1000 Number)","ST RURAL FEMALE POPULATION (1000 Number)","ST URBAN TOTAL POPULATION (1000 Number)","ST URBAN MALE POPULATION (1000 Number)","ST URBAN FEMALE POPULATION (1000 Number)","SC TOTAL POPULATION (1000 Number)","SC MALE POPULATION (1000 Number)","SC FEMALE POPULATION (1000 Number)","SC RURAL TOTAL POPULATION (1000 Number)","SC RURAL MALE POPULATION (1000 Number)","SC RURAL FEMALE POPULATION (1000 Number)","SC URBAN TOTAL POPULATION (1000 Number)","SC URBAN MALE POPULATION (1000 Number)","SC URBAN FEMALE POPULATION (1000 Number)","TOTAL LITERATES POPULATION (1000 Number)","MALE LITERATES POPULATION (1000 Number)","FEMALE LITERATES POPULATION (1000 Number)","TOTAL RURAL LITERATES POPULATION (1000 Number)","RURAL MALE LITERATES POPULATION (1000 Number)","RURAL FEMALE LITERATES POPULATION (1000 Number)","TOTAL URBAN LITERATES POPULATION (1000 Number)","URBAN MALE LITERATES POPULATION (1000 Number)","URBAN FEMALE LITERATES POPULATION (1000 Number)","TOTAL CULTIVATORS POPULATION (1000 Number)","MALE CULTIVATORS POPULATION (1000 Number)","FEMALE CULTIVATORS POPULATION (1000 Number)","TOTAL RURAL CULTIVATORS POPULATION (1000 Number)","RURAL MALE CULTIVATORS POPULATION (1000 Number)","RURAL FEMALE CULTIVATORS POPULATION (1000 Number)","TOTAL URBAN CULTIVATORS POPULATION (1000 Number)","URBAN MALE CULTIVATORS POPULATION (1000 Number)","URBAN FEMALE CULTIVATORS POPULATION (1000 Number)","TOTAL AGRICULTURAL LABOUR POPULATION (1000 Number)","MALE AGRICULTURAL LABOUR POPULATION (1000 Number)","FEMALE AGRICULTURAL LABOUR POPULATION (1000 Number)","TOTAL RURAL AGRICULTURAL LABOUR POPULATION (1000 Number)","RURAL MALE AGRICULTURAL LABOUR POPULATION (1000 Number)","RURAL FEMALE AGRICULTURAL LABOUR POPULATION (1000 Number)","TOTAL URBAN AGRICULTURAL LABOUR POPULATION (1000 Number)","URBAN MALE AGRICULTURAL LABOUR POPULATION (1000 Number)","URBAN FEMALE AGRICULTURAL LABOUR POPULATION (1000 Number)","NON AGRICULTURAL WORKERS POPULATION (1000 Number)","AGRICULTURAL WORKERS POPULATION (1000 Number)","TOTAL WORKERS POPULATION (1000 Number)"
"74","1961","5","Karnataka","Dharwad","1950.36","999.8","950.56","1425.74","726.69","699.05","524.62","273.12","251.51","10.67","5.33","5.34","8.95","4.48","4.47","1.72","0.85","0.87","109.35","55.05","54.3","81.05","40.49","40.56","28.3","14.56","13.75","650.5","474.2","176.31","416.33","317.69","98.64","234.18","156.51","77.67","369.17","259.85","109.32","341.5","240.72","100.78","27.67","19.13","8.54","230.29","120.99","109.3","206.05","108.22","97.83","24.23","12.77","11.46","1125.9","599.46","1725.36"
"74","1971","5","Karnataka","Dharwad","2342.1","1203.0","1139.48","1603.67","816.3","787.36","738.43","386.31","352.12","14.63","7.76","6.87","12.27","6.33","5.94","2.37","1.43","0.94","186.36","95.83","90.53","143.47","73.14","70.34","42.89","22.69","20.2","901.81","618.47","283.34","534.16","383.25","150.91","367.66","235.23","132.43","250.35","228.92","21.43","227.28","207.7","19.58","23.07","21.22","1.85","317.59","191.39","126.2","279.86","169.02","110.84","37.73","22.37","15.36","1692.96","567.94","2260.9"
"74","1981","5","Karnataka","Dharwad","2945.49","1511.69","1433.8","1907.23","973.47","933.76","1038.26","538.22","500.04","137.46","70.23","67.24","113.22","57.79","55.44","24.24","12.44","11.8","301.49","153.63","147.86","210.17","107.06","103.12","91.32","46.57","44.75","1247.69","819.97","427.72","698.31","482.45","215.87","549.38","337.52","211.86","348.04","297.63","50.41","312.51","266.42","46.09","35.53","31.21","4.31","429.35","227.19","202.16","370.66","194.79","175.88","58.69","32.4","26.29","1716.0","777.39","2493.39"
"74","1991","5","Karnataka","Dharwad","3503.15","1802.42","1700.73","2279.26","1171.2","1108.06","1223.89","631.22","592.67","105.1","54.4","50.7","84.14","43.59","40.54","20.96","10.8","10.16","410.5","210.27","200.23","290.62","149.13","141.49","119.88","61.15","58.74","1699.03","1064.2","634.84","978.0","641.03","336.98","721.03","423.17","297.86","405.0","324.9","80.1","366.4","293.0","73.4","38.7","31.9","6.8","527.6","268.3","259.3","464.8","233.0","231.7","62.9","35.3","27.6","2441.25","932.6","3373.85"
"74","2001","5","Karnataka","Dharwad","4013.61","2057.52","1956.09","2491.02","1277.95","1213.07","1522.59","779.57","743.02","252.01","129.47","122.55","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","444.74","226.92","217.83","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","2406.76","1419.48","987.28","1364.81","835.57","529.25","1041.95","583.91","458.03","526.53","387.35","139.18","485.42","353.93","131.49","41.1","33.42","7.69","655.3","275.58","379.71","584.41","241.8","342.61","70.89","33.78","37.1","2203.48","1181.82","3385.3"
"74","2011","5","Karnataka","Dharwad","4509.26","2293.49","2215.78","2724.91","1395.46","1329.47","1784.35","898.03","886.32","290.58","147.26","143.33","226.98","115.73","111.25","63.61","31.54","32.07","572.04","289.1","282.93","387.07","197.05","190.02","184.97","92.05","92.91","3087.28","1712.75","1374.54","1756.72","1005.47","751.25","1330.55","707.28","623.29","494.78","378.66","116.12","456.38","347.64","108.74","38.4","31.03","7.38","719.21","343.65","375.57","642.91","302.34","340.56","76.31","41.31","35.0","2498.64","1213.99","3712.63"
"75","1961","5","Karnataka","Belgaum","1983.81","1016.56","967.25","1626.34","830.76","795.58","357.47","185.8","171.67","51.67","26.23","25.45","47.46","24.11","23.35","4.21","2.11","2.1","173.4","87.61","85.79","154.72","78.14","76.58","18.68","9.48","9.21","516.34","385.26","131.08","349.89","275.58","74.31","166.45","109.68","56.77","519.24","347.66","171.58","497.88","331.72","166.15","21.36","15.94","5.43","143.77","77.45","66.32","134.5","72.28","62.22","9.27","5.17","4.1","1123.17","663.01","1786.18"
"75","1971","5","Karnataka","Belgaum","2421.2","1242.02","1179.18","1923.37","982.04","941.33","497.82","259.97","237.85","53.15","26.85","26.3","48.02","24.2","23.82","5.13","2.65","2.48","222.95","112.89","110.06","190.31","96.3","94.01","32.64","16.59","16.05","739.18","525.97","213.2","485.23","364.44","120.79","253.94","161.53","92.41","405.36","343.59","61.77","383.53","324.07","59.46","21.83","19.53","2.3","221.0","137.87","83.14","206.79","127.85","78.93","14.22","10.02","4.2","1708.11","626.36","2334.47"
"75","1981","5","Karnataka","Belgaum","2980.44","1523.31","1457.13","2309.02","1175.14","1133.88","671.42","348.17","323.25","116.35","59.11","57.24","98.84","50.09","48.75","17.51","9.03","8.49","312.72","157.85","154.87","253.02","127.63","125.39","59.7","30.22","29.48","1092.06","741.13","350.93","712.62","508.78","203.85","379.44","232.36","147.08","484.85","410.37","74.49","458.1","386.69","71.41","26.76","23.68","3.08","279.87","161.02","118.85","260.21","148.7","111.51","19.66","12.31","7.34","1749.0","764.72","2513.72"
"75","1991","5","Karnataka","Belgaum","3583.61","1834.01","1749.6","2741.82","1400.17","1341.65","841.79","433.83","407.96","83.08","42.14","40.93","65.25","33.05","32.2","17.83","9.1","8.73","406.96","206.53","200.43","325.34","165.27","160.07","81.62","41.26","40.36","1571.04","1011.11","559.93","1045.45","703.31","342.14","525.59","307.8","217.79","546.3","428.4","117.9","517.2","404.7","112.6","29.0","23.7","5.4","395.9","209.0","186.8","366.3","192.0","174.3","29.6","17.0","12.5","2496.68","942.2","3438.88"
"75","2001","5","Karnataka","Belgaum","4207.26","2147.75","2059.52","3194.85","1628.03","1566.81","1012.42","519.71","492.7","243.45","122.98","120.47","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","462.02","233.43","228.59","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","2323.26","1392.93","930.33","1605.69","990.19","615.5","717.57","402.74","314.83","710.47","485.0","225.48","682.42","464.34","218.08","28.05","20.66","7.4","585.33","243.11","342.22","556.11","228.16","327.95","29.22","14.95","14.27","2330.64","1295.8","3626.44"
"75","2011","5","Karnataka","Belgaum","4779.66","2423.06","2356.6","3568.47","1811.09","1757.37","1211.2","611.97","599.23","297.2","148.67","148.53","253.88","127.13","126.74","43.32","21.54","21.78","577.42","289.1","288.32","448.38","225.42","222.96","129.04","63.68","65.37","3052.03","1725.55","1326.48","2134.79","1233.8","900.99","917.24","491.75","425.49","711.98","509.18","202.8","688.44","490.59","197.86","23.54","18.6","4.94","649.52","285.98","363.54","616.19","268.28","347.91","33.33","17.7","15.63","2673.99","1361.5","4035.49"
"76","1961","5","Karnataka","Bijapur / Vijayapura","1660.18","840.18","820.0","1346.77","678.77","668.0","313.41","161.41","152.0","9.41","4.85","4.56","8.55","4.4","4.15","0.86","0.45","0.41","163.47","80.6","82.88","144.92","71.36","73.56","18.56","9.24","9.32","405.89","319.62","86.27","283.95","230.64","53.31","121.95","88.98","32.96","371.85","252.11","119.74","353.79","239.5","114.29","18.07","12.61","5.46","223.05","104.05","119.0","212.01","98.21","113.8","11.04","5.83","5.21","872.23","594.9","1467.13"
"76","1971","5","Karnataka","Bijapur / Vijayapura","1983.24","1003.65","979.59","1562.65","786.41","776.24","420.59","217.24","203.35","6.52","3.28","3.25","5.54","2.75","2.8","0.98","0.53","0.45","200.0","99.36","100.64","172.3","85.28","87.02","27.7","14.09","13.62","543.81","407.34","136.47","359.62","281.57","78.05","184.19","125.77","58.42","231.81","212.09","19.72","217.63","199.38","18.25","14.18","12.71","1.47","272.46","168.8","103.66","255.29","157.6","97.69","17.17","11.2","5.97","1399.62","504.27","1903.89"
"76","1981","5","Karnataka","Bijapur / Vijayapura","2401.78","1211.54","1190.25","1823.15","914.95","908.2","578.63","296.59","282.04","115.24","58.14","57.1","101.93","51.34","50.59","13.31","6.79","6.51","362.8","181.28","181.52","297.04","147.52","149.52","65.76","33.76","32.0","767.54","547.86","219.68","492.36","368.79","123.57","275.18","179.07","96.11","309.26","269.47","39.79","289.98","252.76","37.22","19.28","16.71","2.57","337.86","176.17","161.69","313.2","162.4","150.8","24.67","13.78","10.89","1403.0","647.12","2050.12"
"76","1991","5","Karnataka","Bijapur / Vijayapura","2927.99","1491.02","1436.97","2239.24","1137.56","1101.68","688.75","353.46","335.29","39.54","20.16","19.37","34.07","17.38","16.69","5.47","2.79","2.68","509.86","257.77","252.09","421.19","212.72","208.46","88.68","45.05","43.63","1307.67","840.87","466.81","916.37","603.42","312.95","391.31","237.45","153.86","350.0","281.4","68.6","329.3","263.6","65.7","20.7","17.7","2.9","479.0","230.6","248.4","452.7","215.0","237.7","26.3","15.6","10.7","1991.88","829.0","2820.88"
"76","2001","5","Karnataka","Bijapur / Vijayapura","3461.1","1764.23","1696.86","2586.35","1317.44","1268.91","874.75","446.79","427.96","110.23","55.63","54.61","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","584.85","295.12","289.75","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1690.82","1040.49","650.34","1137.56","721.19","416.38","553.26","319.3","233.96","419.36","325.99","93.36","402.38","311.09","91.29","16.98","14.91","2.08","559.93","226.78","333.14","528.48","211.25","317.23","31.45","15.53","15.92","1623.91","979.29","2603.19"
"76","2011","5","Karnataka","Bijapur / Vijayapura","4067.08","2061.13","2005.95","2967.26","1507.83","1459.43","1099.83","553.3","546.52","136.51","68.38","68.13","112.46","56.44","56.02","24.05","11.94","12.12","761.92","384.58","377.34","602.1","304.62","297.48","159.83","79.95","79.86","2361.68","1371.96","989.72","1599.04","955.25","643.8","762.64","416.71","345.93","458.42","344.86","113.56","442.56","331.73","110.83","15.86","13.13","2.73","654.84","281.91","372.93","616.04","261.97","354.07","38.8","19.94","18.86","2321.28","1113.26","3434.54"
"77","1961","5","Karnataka","Bidar","663.17","336.48","326.69","581.95","294.43","287.52","81.22","42.05","39.17","1.06","0.54","0.52","1.05","0.54","0.52","0.0","0.0","0.0","100.88","49.77","51.11","95.2","47.12","48.08","5.68","2.66","3.03","96.08","80.83","15.25","69.33","61.38","7.95","26.75","19.45","7.3","126.13","86.29","39.85","123.84","84.39","39.46","2.29","1.9","0.39","104.98","51.07","53.91","102.46","49.76","52.7","2.52","1.31","1.21","353.31","231.11","584.42"
"77","1971","5","Karnataka","Bidar","822.82","419.18","403.64","703.79","357.29","346.49","119.03","61.89","57.15","0.7","0.37","0.33","0.47","0.24","0.22","0.24","0.12","0.12","123.96","63.04","60.93","113.97","57.92","56.06","9.99","5.12","4.87","161.03","127.61","33.42","114.53","95.6","18.93","46.5","32.02","14.49","91.38","85.26","6.12","88.98","83.01","5.97","2.4","2.25","0.15","101.91","66.75","35.17","98.49","64.4","34.08","3.42","2.34","1.08","612.15","193.29","805.44"
"77","1981","5","Karnataka","Bidar","995.69","506.04","489.65","818.28","413.65","404.62","177.42","92.39","85.03","43.15","22.0","21.16","41.28","21.0","20.28","1.87","0.99","0.88","159.78","81.34","78.44","143.45","72.66","70.79","16.33","8.69","7.65","263.25","193.33","69.93","178.28","138.64","39.64","84.97","54.69","30.28","120.37","104.46","15.91","116.59","100.95","15.64","3.78","3.51","0.27","154.63","81.33","73.29","148.96","77.96","71.0","5.67","3.37","2.3","594.0","275.0","869.0"
"77","1991","5","Karnataka","Bidar","1255.8","643.19","612.61","1010.1","513.84","496.26","245.7","129.35","116.35","104.22","53.47","50.75","98.44","50.36","48.09","5.77","3.11","2.67","260.03","133.1","126.93","228.2","116.31","111.89","31.84","16.79","15.05","451.06","302.35","148.72","315.87","219.4","96.47","135.19","82.94","52.24","137.8","106.5","31.3","133.5","102.6","30.9","4.3","3.9","0.4","212.7","103.1","109.7","204.9","98.3","106.6","7.8","4.7","3.1","858.69","350.5","1209.19"
"77","2001","5","Karnataka","Bidar","1501.37","770.68","730.7","1156.92","591.21","565.71","344.45","179.47","164.98","182.22","93.46","88.76","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","298.81","153.65","145.16","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","785.21","477.46","307.75","562.49","349.12","213.38","222.71","128.34","94.37","140.47","102.32","38.16","137.17","99.46","37.7","3.3","2.85","0.45","209.3","95.21","114.09","202.98","91.66","111.32","6.33","3.55","2.77","942.28","349.77","1292.06"
"77","2011","5","Karnataka","Bidar","1703.3","870.67","832.64","1277.35","651.25","626.1","425.95","219.42","206.54","235.82","119.79","116.04","214.76","109.2","105.56","21.06","10.59","10.47","399.79","204.28","195.51","330.42","168.88","161.54","69.37","35.4","33.97","1042.67","597.2","445.48","739.71","430.68","309.03","302.96","166.52","136.45","141.3","102.11","39.19","137.57","99.17","38.4","3.73","2.94","0.79","280.09","140.52","139.57","268.67","134.02","134.65","11.42","6.5","4.92","1000.69","421.39","1422.08"
"78","1961","5","Karnataka","Raichur","1100.9","554.54","546.35","940.27","472.14","468.13","160.62","82.4","78.22","0.05","0.03","0.02","0.02","0.01","0.0","0.03","0.02","0.01","114.08","56.62","57.46","98.94","49.03","49.91","15.14","7.59","7.55","172.42","143.96","28.46","124.31","108.88","15.43","48.11","35.08","13.03","287.42","196.18","91.25","274.13","187.03","87.1","13.29","9.15","4.14","105.09","50.42","54.67","98.73","47.12","51.61","6.36","3.3","3.06","588.83","392.51","981.34"
"78","1971","5","Karnataka","Raichur","1414.95","714.19","700.76","1197.82","602.43","595.39","217.13","111.76","105.37","1.15","0.6","0.55","0.75","0.38","0.37","0.4","0.22","0.19","152.33","75.47","76.86","131.4","65.19","66.2","20.93","10.27","10.66","287.6","222.46","65.14","210.93","170.21","40.72","76.68","52.26","24.42","210.1","188.04","22.07","200.35","179.29","21.06","9.76","8.75","1.01","191.88","113.78","78.09","179.69","106.55","73.14","12.19","7.24","4.95","982.68","401.98","1384.66"
"78","1981","5","Karnataka","Raichur","1783.82","897.24","886.58","1440.09","721.17","718.93","343.73","176.08","167.65","177.31","88.81","88.5","165.16","82.66","82.51","12.14","6.15","5.99","269.77","134.54","135.23","225.2","112.14","113.06","44.57","22.4","22.18","441.02","322.23","118.79","302.02","231.4","70.62","139.0","90.83","48.18","261.79","224.4","37.39","249.11","213.54","35.57","12.68","10.86","1.82","315.94","152.0","163.94","293.1","140.41","152.68","22.84","11.58","11.26","1001.0","577.73","1578.73"
"78","1991","5","Karnataka","Raichur","2309.89","1166.96","1142.93","1829.76","920.75","909.02","480.12","246.21","233.91","180.27","90.87","89.4","163.35","82.25","81.1","16.92","8.63","8.3","397.92","199.85","198.08","326.34","163.59","162.75","71.59","36.26","35.33","660.45","458.72","201.73","439.69","321.05","118.64","220.77","137.67","83.09","318.3","257.7","60.6","304.6","246.2","58.4","13.7","11.4","2.3","456.8","199.7","257.1","425.4","183.9","241.5","31.4","15.8","15.6","1441.15","775.1","2216.25"
"78","2001","5","Karnataka","Raichur","2841.71","1434.38","1407.33","2224.43","1118.74","1105.68","617.28","315.64","301.65","441.63","222.14","219.49","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","502.49","252.08","250.41","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1231.33","777.2","454.14","869.24","567.24","301.99","362.1","209.95","152.14","377.42","293.11","84.31","364.61","282.47","82.13","12.82","10.64","2.18","560.65","210.3","350.35","536.35","199.37","336.97","24.31","10.93","13.38","1559.75","938.08","2497.83"
"78","2011","5","Karnataka","Raichur","3318.73","1664.44","1654.29","2594.68","1300.93","1293.75","724.05","363.51","360.55","531.34","264.86","266.48","486.58","242.58","244.01","44.76","22.28","22.47","659.54","329.7","329.84","536.52","268.69","267.83","123.02","61.01","62.01","1788.86","1046.0","742.86","1310.44","781.86","528.58","478.41","264.15","214.27","408.71","298.08","110.64","397.79","289.01","108.78","10.92","9.07","1.86","656.55","267.01","389.53","629.91","254.49","375.42","26.63","12.53","14.1","1760.55","1065.26","2825.81"
"79","1961","5","Karnataka","Gulbarga / Kalaburagi","1399.46","703.45","696.01","1173.04","587.66","585.38","226.42","115.79","110.63","1.35","0.71","0.65","1.33","0.7","0.63","0.02","0.01","0.01","217.88","109.07","108.81","197.52","98.9","98.62","20.36","10.17","10.19","206.09","169.9","36.19","132.53","115.38","17.15","73.56","54.52","19.04","301.6","208.38","93.22","293.28","202.5","90.78","8.32","5.88","2.44","175.07","84.43","90.63","167.74","80.67","87.07","7.33","3.76","3.57","737.29","476.67","1213.96"
"79","1971","5","Karnataka","Gulbarga / Kalaburagi","1739.67","878.03","861.64","1430.36","718.61","711.75","309.31","159.43","149.89","1.87","0.99","0.89","1.21","0.64","0.57","0.66","0.34","0.32","261.92","131.87","130.06","233.56","117.33","116.23","28.3","14.54","13.76","327.16","253.19","73.98","204.67","169.49","35.18","122.49","83.7","38.79","211.09","195.33","15.76","204.2","189.33","14.87","6.89","6.0","0.89","221.45","140.11","81.34","212.02","134.59","77.43","9.42","5.52","3.91","1258.77","432.54","1691.31"
"79","1981","5","Karnataka","Gulbarga / Kalaburagi","2080.64","1050.19","1030.46","1604.91","804.36","800.55","475.73","245.83","229.91","97.63","49.14","48.49","89.77","45.16","44.6","7.86","3.98","3.88","455.46","230.38","225.08","381.93","191.99","189.94","73.54","38.39","35.14","519.0","381.96","137.04","303.46","241.01","62.46","215.54","140.96","74.58","269.37","221.38","48.0","259.47","212.89","46.58","9.9","8.48","1.42","326.25","152.11","174.14","310.05","143.46","166.59","16.2","8.65","7.55","1139.0","595.62","1734.62"
"79","1991","5","Karnataka","Gulbarga / Kalaburagi","2582.17","1316.09","1266.08","1972.37","999.38","972.98","609.8","316.71","293.1","106.94","54.77","52.16","94.92","48.55","46.38","12.01","6.23","5.78","610.64","312.68","297.96","502.45","256.15","246.3","108.19","56.53","51.66","791.63","544.95","246.68","473.31","349.64","123.66","318.32","195.31","123.02","316.5","251.0","65.5","306.1","242.1","64.0","10.4","8.9","1.5","461.1","198.3","262.8","442.1","188.1","253.9","19.0","10.2","8.8","1709.56","777.6","2487.16"
"79","2001","5","Karnataka","Gulbarga / Kalaburagi","3124.86","1591.38","1533.48","2276.94","1152.47","1124.47","847.92","438.91","409.01","154.2","77.93","76.27","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","717.6","365.97","351.62","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1324.91","830.66","494.25","807.25","529.4","277.86","517.65","301.26","216.39","369.61","284.44","85.17","358.29","275.21","83.09","11.32","9.23","2.09","539.36","190.38","348.98","518.41","181.39","337.02","20.95","8.99","11.96","1774.13","908.97","2683.1"
"79","2011","5","Karnataka","Gulbarga / Kalaburagi","3740.6","1892.09","1848.51","2684.37","1356.22","1328.15","1056.23","535.86","520.37","212.11","106.39","105.72","178.79","89.8","88.99","33.32","16.59","16.73","922.1","467.29","454.8","731.42","370.83","360.59","190.68","96.47","94.21","1937.37","1135.11","802.26","1231.57","746.35","485.23","705.8","388.76","317.04","379.53","289.79","89.74","367.1","279.79","87.32","12.44","10.01","2.42","649.93","271.07","378.86","621.29","256.56","364.72","28.64","14.5","14.14","2105.88","1029.46","3135.34"
"80","1961","5","Karnataka","Dakshina Kannada","1263.84","751.23","512.61","983.48","612.13","371.35","280.36","139.1","141.26","48.68","24.28","24.4","47.64","23.77","23.87","1.04","0.51","0.53","77.36","38.45","38.91","68.53","34.06","34.47","8.84","4.4","4.44","505.85","310.89","194.96","360.04","227.64","132.39","145.81","83.25","62.57","343.15","168.17","174.98","336.19","164.89","171.3","6.96","3.28","3.68","130.61","48.21","82.4","127.75","47.54","80.21","2.86","0.67","2.18","832.99","473.75","1306.74"
"80","1971","5","Karnataka","Dakshina Kannada","1937.04","940.07","996.97","1544.85","745.97","798.88","392.19","194.1","198.09","63.6","31.86","31.73","59.97","30.12","29.85","3.63","1.75","1.88","99.69","49.69","50.0","85.59","42.72","42.86","14.1","6.96","7.14","841.04","492.76","348.28","599.6","358.7","240.9","241.44","134.06","107.38","220.65","138.48","82.17","213.34","133.98","79.36","7.31","4.49","2.82","182.99","87.57","95.42","176.64","85.16","91.48","6.35","2.41","3.94","1378.61","403.64","1782.25"
"80","1981","5","Karnataka","Dakshina Kannada","2376.72","1154.12","1222.6","1795.11","865.19","929.92","581.61","288.93","292.68","88.4","44.33","44.07","81.77","40.94","40.84","6.63","3.4","3.24","144.12","72.76","71.36","116.55","58.78","57.77","27.57","13.98","13.59","1270.72","716.58","554.14","878.29","502.14","376.16","392.43","214.45","177.98","237.67","151.15","86.52","226.22","143.64","82.57","11.46","7.51","3.95","184.76","93.82","90.94","173.73","88.85","84.89","11.03","4.98","6.05","1382.0","422.43","1804.43"
